"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Os12g0105300",1698.91103232751,1.08042613808114,0.152929053622577,7.06488474549509,1.60749357692254e-12,7.11530184273555e-10
"Os04g0403200",1761.57025070163,1.45282934814723,0.205949234284839,7.0543080832138,1.73461675521825e-12,7.38579799563215e-10
"Os02g0277700",530.710542715135,1.31139970421937,0.186080187418569,7.0474977611104,1.82163756763464e-12,7.60997686509406e-10
"Os03g0323200",7045.0008291886,1.15237119620564,0.163661002834262,7.04120820628623,1.90579975330983e-12,7.81413191445054e-10
"Os10g0418100",173.467660064763,-1.86177021366882,0.26615114239231,-6.99516145951592,2.64953620898743e-12,1.0666069309671e-09
"Os01g0714800",188.085415094232,-3.76167184533203,0.540064877594386,-6.96522214532384,3.2788595016908e-12,1.296379075481e-09
"Os05g0557700",5084.51193664707,-0.684336113721674,0.0983901665115413,-6.95533037482359,3.51736766292904e-12,1.36628135833179e-09
"Os08g0248800",254.580101209531,1.57520686617227,0.227619691047227,6.92034533095577,4.50543988811598e-12,1.71991283728924e-09
"Os01g0110100",85.3908179485787,2.8415850920897,0.410826651251822,6.91674963985702,4.62123722508431e-12,1.73421717628122e-09
"Os09g0460500",594.194685484429,2.5863468991216,0.374634987591661,6.90364484040296,5.06849265177485e-12,1.87035826338245e-09
"Os03g0389100",363.871638213376,2.18035951786825,0.317872636647994,6.85922368424161,6.92357568196472e-12,2.51303097007182e-09
"Os02g0191300",2499.49417710197,-1.60950236562046,0.235119789497,-6.84545681613496,7.62322135504559e-12,2.67913879400102e-09
"Os04g0444800",1321.02717553364,1.604076065472,0.234313979595547,6.84584021935366,7.60283001757918e-12,2.67913879400102e-09
"Os06g0118700",157.838221417045,3.37167252834213,0.493677366510211,6.82970854462374,8.50873216301747e-12,2.9436224815839e-09
"Os03g0826800",1014.27559327866,1.88909410059132,0.277297013990958,6.81252954513577,9.58973527092457e-12,3.26655890205448e-09
"Os05g0586050",780.766740244835,1.5808475039686,0.232284848949502,6.8056419138739,1.0059965500849e-11,3.37481357809541e-09
