,CK_1,CK_2,CK_3,Cd_1,Cd_2,Cd_3
Os08g0517300,1641,1665,1394,1401,1355,1223
Os08g0224901,12,1,4,3,2,6
Os08g0127700,2343,2294,2040,2362,2321,2353
Os08g0464400,423,554,506,470,642,658
Os08g0110550,0,0,0,0,0,0
Os08g0149100,65,62,40,65,46,68
Os08g0300300,158,177,164,215,436,366
Os08g0516900,464,469,478,387,842,647
Os08g0113150,0,0,0,0,0,0
Os08g0468300,0,0,0,0,0,0
Os08g0157400,88,91,98,170,143,173
Os08g0120900,0,0,0,0,0,0
Os08g0235650,55,46,40,45,62,53
Os08g0152600,400,364,287,323,272,255
Os08g0113100,101,110,79,87,64,58
Os08g0315200,4,0,0,1,0,0
Os08g0515800,626,669,599,848,1134,978
Os08g0132000,0,0,0,0,0,0
Os08g0406900,0,0,0,0,0,0
Os08g0526350,116,103,85,127,80,82
Os08g0203800,74,99,95,94,111,118
Os08g0514000,91,154,152,48,12,4
Os08g0475000,4,0,8,12,14,6
Os08g0106900,0,0,0,0,0,0
Os08g0187700,2192,2188,1706,1788,1891,1709
Os08g0523600,250,277,200,218,239,220
Os08g0126300,9462,8194,4510,5918,3172,4111
Os08g0462000,0,2,3,1,2,7
Os08g0179150,0,0,0,0,0,0
Os08g0442200,0,0,0,0,0,0
Os08g0161500,86,110,104,140,137,119
Os08g0110650,0,0,0,0,0,0
Os08g0440300,794,1179,1006,995,1398,1291
Os08g0548900,1194,1811,1123,1162,1235,1250
Os08g0412100,208,231,153,185,149,113
Os08g0131000,31,22,28,30,37,50
Os08g0335200,9,8,3,10,19,23
Os08g0487850,0,0,0,0,0,0
Os08g0467500,14,4,4,15,7,6
Os08g0331900,819,944,867,332,167,70
Os08g0125006,0,1,0,1,0,1
Os08g0524100,536,420,371,400,451,631
Os08g0109250,0,0,0,0,0,0
Os08g0255500,135,100,90,189,113,120
Os08g0369200,83,79,74,66,53,43
Os08g0523400,0,0,0,0,0,0
Os08g0403733,0,0,0,0,0,0
Os08g0287200,1,0,0,0,0,0
Os08g0347500,600,527,705,753,1058,886
Os08g0113000,70,92,43,45,18,8
Os08g0511500,230,294,307,290,347,386
Os08g0226232,0,0,0,0,0,0
Os08g0419000,0,0,0,2,0,0
Os08g0451000,582,620,476,448,467,530
Os08g0543275,0,0,0,1,0,0
Os08g0308300,0,0,0,0,0,0
Os08g0531900,1,1,1,0,7,0
Os08g0252050,0,0,0,0,0,0
Os08g0411500,63,49,58,56,49,44
Os08g0200400,1485,1589,1317,1315,1177,1197
Os08g0502600,3,6,6,4,5,4
Os08g0124566,0,0,0,0,0,0
Os08g0202350,0,0,0,0,0,0
Os08g0410950,9,4,1,7,3,7
Os08g0503200,493,508,494,408,342,288
Os08g0492150,1,3,0,1,0,1
Os08g0361300,0,0,0,0,0,0
Os08g0180500,529,473,425,444,525,468
Os08g0169500,0,0,0,0,0,0
Os08g0365500,2,0,3,1,5,7
Os08g0167500,587,573,637,707,894,923
Os08g0539100,3,9,6,7,4,8
Os08g0556400,16,15,14,13,15,25
Os08g0477500,0,3,0,3,0,3
Os08g0118700,0,0,0,0,0,0
Os08g0205300,70,55,68,58,56,67
Os08g0376100,5,5,1,2,3,4
Os08g0154000,132,94,97,121,123,110
Os08g0562200,3066,3387,2206,2466,1773,1919
Os08g0152800,634,660,522,560,576,443
Os08g0512100,2,13,10,3,3,7
Os08g0526300,5850,5844,6104,7842,9231,8289
Os08g0561250,0,0,0,0,0,0
Os08g0343000,422,660,287,319,115,100
Os08g0525000,11,9,23,19,15,39
Os08g0118600,0,0,0,0,0,0
Os08g0169400,0,0,0,0,0,0
Os08g0425300,0,0,0,0,0,0
Os08g0334300,8,16,13,7,8,10
Os08g0519400,3329,3527,2508,2292,2527,2246
Os08g0486266,0,0,0,0,0,0
Os08g0153225,13,10,19,19,12,33
Os08g0273600,0,0,0,0,0,0
Os08g0521400,739,639,616,788,833,772
Os08g0163850,0,0,0,0,0,0
Os08g0249501,91,104,59,126,94,99
Os08g0539400,0,0,0,0,0,0
Os08g0520000,271,242,300,193,109,168
Os08g0203300,206,154,209,167,268,138
Os08g0299400,3,11,3,8,18,22
Os08g0502800,990,862,945,931,1139,1071
Os08g0386700,241,200,147,157,146,150
Os08g0378100,0,0,0,0,0,0
Os08g0123400,0,0,0,0,0,0
Os08g0337700,590,756,486,509,430,444
Os08g0495866,0,0,0,0,0,6
Os08g0246400,1049,1188,1227,1669,2215,2147
Os08g0520400,137,144,106,124,106,113
Os08g0561700,2414,2326,1885,2474,2207,2648
Os08g0283300,1,0,0,0,0,0
Os08g0425000,5,0,0,2,1,0
Os08g0416250,14,19,7,15,13,19
Os08g0111200,3356,5254,3102,2096,1328,603
Os08g0101600,98,132,100,118,114,126
Os08g0121400,5,3,3,4,1,2
Os08g0476700,1,2,3,3,6,1
Os08g0297800,0,0,0,0,0,0
Os08g0376200,333,363,231,235,181,213
Os08g0266600,96,130,106,139,141,152
Os08g0114125,0,0,0,0,0,0
Os08g0345400,993,957,824,1202,1238,1296
Os08g0175200,1933,2114,1430,1893,1723,1839
Os08g0427800,1,1,2,1,3,0
Os08g0138900,209,266,177,184,195,372
Os08g0299200,69,131,90,114,93,120
Os08g0137900,45,140,173,37,20,10
Os08g0323000,1441,1389,1037,1067,977,907
Os08g0102050,0,0,0,0,0,0
Os08g0517500,1500,1536,1496,1548,1499,1452
Os08g0415900,0,0,0,0,1,1
Os08g0499900,268,264,224,272,327,304
Os08g0123833,0,0,0,0,0,0
Os08g0484800,160,163,164,218,214,210
Os08g0149850,0,0,0,0,0,0
Os08g0242900,105,110,87,80,105,77
Os08g0161950,0,0,0,0,0,0
Os08g0524900,0,0,0,0,0,0
Os08g0162250,6,6,1,3,2,4
Os08g0436200,0,0,0,0,0,0
Os08g0440100,879,1050,859,941,1205,985
Os08g0521800,1766,1658,2046,2723,3940,3074
Os08g0282100,0,0,0,0,0,0
Os08g0242700,7607,6805,8089,9663,10131,11476
Os08g0371608,0,0,0,0,0,0
Os08g0428300,55,23,67,75,76,104
Os08g0537800,1485,1622,1437,1840,2000,1928
Os08g0241600,342,317,227,251,251,287
Os08g0120301,798,836,768,747,681,640
Os08g0399300,0,0,0,2,1,4
Os08g0119900,0,0,0,0,0,0
Os08g0482700,8292,7697,8570,5492,6378,4757
Os08g0116800,45,17,35,39,48,33
Os08g0519900,0,0,0,0,0,0
Os08g0553800,1965,1806,2143,2362,2399,2462
Os08g0527700,31,42,27,34,60,21
Os08g0338600,321,379,298,299,287,344
Os08g0248300,0,0,0,0,0,0
Os08g0408500,1384,1643,1297,1432,1118,1180
Os08g0270500,457,407,467,526,585,828
Os08g0520850,435,494,557,646,942,813
Os08g0191250,0,0,0,0,0,0
Os08g0440200,171,147,131,136,136,167
Os08g0503600,2,5,5,0,3,1
Os08g0486500,0,0,0,1,0,2
Os08g0360700,0,0,0,0,1,1
Os08g0554075,0,0,0,0,0,0
Os08g0344600,1301,1237,1049,956,814,758
Os08g0130500,6,1,2,1,0,3
Os08g0271400,27,25,11,15,23,34
Os08g0426900,0,0,0,0,0,0
Os08g0478800,676,591,557,714,728,721
Os08g0203750,0,0,0,0,0,0
Os08g0174000,30,37,9,20,0,0
Os08g0277900,1653,1637,1320,1467,1504,1299
Os08g0155900,89,96,39,66,8,61
Os08g0536800,0,0,1,0,0,0
Os08g0240200,1007,996,1016,840,1026,511
Os08g0248700,1,7,2,4,4,7
Os08g0237500,0,0,0,0,0,0
Os08g0299300,3,3,2,0,3,4
Os08g0174800,5395,5143,5104,5765,6437,6315
Os08g0493100,0,0,0,0,0,0
Os08g0504000,0,0,0,0,0,0
Os08g0152500,398,451,322,344,322,328
Os08g0501044,0,0,0,0,0,0
Os08g0503700,0,2,2,5,2,7
Os08g0137100,1475,1522,1424,1561,1558,1583
Os08g0336500,8,5,11,15,20,16
Os08g0451500,4,6,5,4,6,19
Os08g0535750,4,4,4,2,2,3
Os08g0556000,731,934,581,594,506,521
Os08g0280150,0,0,0,0,0,0
Os08g0193300,2,1,0,0,1,0
Os08g0551200,0,0,0,0,0,0
Os08g0532900,12,8,3,8,6,6
Os08g0518350,0,0,0,0,0,0
Os08g0448900,54,36,53,62,41,39
Os08g0467600,206,245,226,303,336,333
Os08g0558600,1153,1312,897,877,970,926
Os08g0432300,0,0,0,0,0,0
Os08g0517750,0,0,0,0,0,0
Os08g0201700,15,39,27,17,17,4
Os08g0114250,5,2,0,1,0,0
Os08g0491200,210,177,138,177,147,158
Os08g0423850,0,0,0,0,0,0
Os08g0174300,37,33,8,18,4,20
Os08g0496600,16,18,1,6,1,2
Os08g0529200,0,1,0,0,0,0
Os08g0517800,0,3,1,3,1,4
Os08g0223900,118,68,61,107,61,72
Os08g0563400,1,1,1,0,5,2
Os08g0344300,1402,1584,1313,1356,1237,1147
Os08g0562100,7907,7195,6994,8370,8794,8268
Os08g0327700,4,0,0,0,0,0
Os08g0422800,73,84,81,98,100,130
Os08g0538200,45,45,24,8,3,4
Os08g0223833,874,698,633,763,710,793
Os08g0162000,856,1002,702,790,593,592
Os08g0468400,18,14,14,11,9,7
Os08g0121900,9,7,8,5,6,4
Os08g0167166,0,0,0,0,0,0
Os08g0125250,0,0,0,0,0,0
Os08g0269500,30,52,32,64,44,32
Os08g0478500,1553,1402,1333,1267,1408,1489
Os08g0110400,625,819,827,953,1115,1046
Os08g0543650,0,0,0,0,0,0
Os08g0203325,0,0,0,0,0,0
Os08g0314800,1,3,0,2,0,3
Os08g0100600,131,164,140,124,144,140
Os08g0191433,23,14,20,25,25,35
Os08g0307601,73,49,49,78,48,64
Os08g0491000,153,112,87,94,88,87
Os08g0104400,86,62,52,56,14,34
Os08g0327200,2,0,0,0,0,0
Os08g0471300,0,0,0,0,0,0
Os08g0305000,288,240,330,446,528,527
Os08g0518400,0,0,0,0,0,0
Os08g0536358,0,0,0,4,7,1
Os08g0287800,608,566,613,598,518,518
Os08g0106000,0,0,0,0,0,0
Os08g0440850,0,1,2,0,1,2
Os08g0211025,0,1,4,0,0,3
Os08g0288200,1372,1097,1330,1507,1651,1594
Os08g0542100,719,679,661,707,787,775
Os08g0516000,631,562,474,495,503,456
Os08g0417000,14,11,9,23,11,7
Os08g0191300,0,0,0,0,1,0
Os08g0487800,1681,1381,1094,1344,1083,1236
Os08g0179100,3,4,2,5,4,12
Os08g0168400,0,0,0,0,0,0
Os08g0402700,0,1,0,3,2,3
Os08g0143500,336,386,281,356,376,398
Os08g0177700,518,598,422,546,438,531
Os08g0223700,221,176,157,183,184,198
Os08g0141300,7160,8976,5883,5163,5411,5079
Os08g0399900,0,0,0,0,0,0
Os08g0298500,0,0,0,0,0,0
Os08g0464000,244,278,208,241,280,245
Os08g0504500,302,194,377,420,917,947
Os08g0193700,1,1,1,0,1,0
Os08g0523700,0,0,0,0,0,0
Os08g0558100,394,278,216,194,86,116
Os08g0556050,0,0,0,0,0,0
Os08g0445500,43,50,32,66,44,46
Os08g0202500,7,11,5,5,1,2
Os08g0195800,0,0,0,0,0,0
Os08g0264700,1,0,0,0,0,0
Os08g0102400,2,0,1,0,0,1
Os08g0193000,0,0,0,0,0,1
Os08g0499300,484,368,484,1588,1270,1146
Os08g0383700,440,477,374,419,368,329
Os08g0216600,391,499,436,490,526,495
Os08g0330301,0,0,0,0,0,0
Os08g0256700,0,0,0,0,0,0
Os08g0226300,0,0,0,0,0,0
Os08g0280501,2,5,0,2,0,0
Os08g0345500,1,3,0,1,1,1
Os08g0434150,0,0,0,0,0,0
Os08g0434000,28,48,21,34,24,32
Os08g0472000,300,326,272,303,457,432
Os08g0357700,0,0,0,0,0,0
Os08g0191700,4822,3824,2391,3278,2368,2906
Os08g0272800,60,56,49,95,98,114
Os08g0246500,0,0,0,0,0,0
Os08g0398700,1632,1368,980,1207,1224,1200
Os08g0143150,0,0,0,0,0,0
Os08g0273783,0,0,0,0,0,0
Os08g0243001,0,0,0,0,0,0
Os08g0225100,0,0,0,0,0,0
Os08g0472800,43,44,20,59,37,65
Os08g0485700,2121,2204,2129,2067,2626,2261
Os08g0172300,77,78,55,60,46,61
Os08g0551300,11,7,8,13,15,9
Os08g0514033,49,86,90,42,7,2
Os08g0434201,0,1,0,0,0,0
Os08g0226000,0,0,0,0,0,0
Os08g0471900,1413,1327,1182,1342,1381,1373
Os08g0160300,3,2,0,2,4,2
Os08g0315001,0,0,0,1,0,0
Os08g0532600,41,19,15,17,7,15
Os08g0376900,1,0,0,1,1,0
Os08g0100200,185,194,168,215,149,224
Os08g0194501,0,0,0,0,0,0
Os08g0218700,0,0,0,0,0,0
Os08g0346500,492,482,441,389,412,460
Os08g0368777,30,47,22,17,17,28
Os08g0127300,494,497,399,448,524,512
Os08g0535600,82,120,73,70,77,50
Os08g0122900,0,0,0,0,0,0
Os08g0244750,13,15,9,4,3,1
Os08g0484533,0,1,0,0,0,0
Os08g0246800,531,653,405,581,699,582
Os08g0528601,66,81,71,101,61,91
Os08g0323400,881,878,1164,1836,2123,2204
Os08g0360300,416,524,365,237,161,244
Os08g0425500,0,0,0,0,0,0
Os08g0214900,114,174,202,186,330,366
Os08g0113501,212,176,187,224,273,302
Os08g0163400,1246,1131,1255,1271,1842,1397
Os08g0506400,13,7,10,14,28,37
Os08g0395800,26,16,39,12,6,3
Os08g0162650,1,1,2,0,1,2
Os08g0267800,0,0,0,1,2,3
Os08g0460000,0,0,3,0,0,0
Os08g0545800,1,0,0,0,0,0
Os08g0226166,0,0,0,0,0,0
Os08g0268900,359,343,329,347,344,366
Os08g0230100,10,10,10,9,4,4
Os08g0130000,16,48,26,21,16,11
Os08g0248100,11,6,11,32,41,40
Os08g0390200,0,0,1,0,0,0
Os08g0153000,0,2,0,1,6,3
Os08g0320200,7,6,6,13,4,13
Os08g0421300,2,0,0,0,1,1
Os08g0233400,24,24,17,23,19,86
Os08g0538300,2231,2625,2099,1867,1982,1687
Os08g0510900,0,0,0,0,0,0
Os08g0342300,362,351,189,190,111,139
Os08g0112566,0,0,0,0,0,0
Os08g0106100,37,43,41,56,58,45
Os08g0402600,77,72,78,70,52,47
Os08g0261100,236,315,210,365,319,305
Os08g0299600,7,3,1,10,7,1
Os08g0461100,39,31,41,37,26,41
Os08g0113700,0,0,0,0,0,0
Os08g0437300,26,16,27,23,33,22
Os08g0540500,205,177,151,163,214,196
Os08g0416066,0,0,0,0,0,0
Os08g0280125,0,0,0,0,0,0
Os08g0227100,96,122,98,136,162,161
Os08g0526900,0,0,0,0,0,0
Os08g0320000,880,866,786,830,817,786
Os08g0521200,21,18,43,43,26,26
Os08g0197200,4,6,2,6,4,1
Os08g0335500,32,42,25,25,8,22
Os08g0254900,420,305,299,292,317,297
Os08g0376400,0,0,0,0,0,0
Os08g0379400,0,0,0,0,0,0
Os08g0103600,1004,1155,821,1004,1203,1082
Os08g0227500,0,0,0,0,0,0
Os08g0558000,2129,2577,2079,2759,3025,2591
Os08g0363200,534,698,754,952,1234,1146
Os08g0488100,2,3,6,0,2,0
Os08g0382500,0,0,0,0,0,0
Os08g0237000,198,270,403,375,436,327
Os08g0407600,1936,2711,2019,2874,3390,3292
Os08g0424100,0,0,0,0,0,0
Os08g0510400,305,363,311,342,389,398
Os08g0565700,3,3,1,4,2,5
Os08g0485800,22,29,16,29,24,40
Os08g0526700,7,14,15,8,7,7
Os08g0525500,73,82,74,105,79,88
Os08g0484301,16,15,10,42,17,16
Os08g0224500,63,67,49,67,70,53
Os08g0377500,1,2,0,2,2,0
Os08g0127950,0,0,0,0,0,0
Os08g0138500,2439,2683,2361,2493,2686,2727
Os08g0199100,133,148,112,118,165,161
Os08g0263300,436,536,509,549,770,685
Os08g0226100,0,0,0,0,0,0
Os08g0480200,67,108,65,55,41,33
Os08g0139400,139,203,138,144,113,154
Os08g0237100,462,539,449,536,606,553
Os08g0110600,24,9,16,5,21,22
Os08g0462800,0,0,0,0,0,0
Os08g0395700,3275,3849,3406,2345,1611,1784
Os08g0517700,41,38,25,16,26,34
Os08g0519750,45,53,26,34,13,25
Os08g0481500,252,232,221,272,286,292
Os08g0532350,2,2,4,0,1,0
Os08g0492400,316,297,243,196,171,183
Os08g0293100,48,50,78,87,117,110
Os08g0500500,170,231,157,177,184,199
Os08g0155400,108,117,106,106,66,63
Os08g0474000,1,2,5,2,1,0
Os08g0320051,0,2,0,1,0,0
Os08g0560000,10,43,35,45,31,27
Os08g0412500,102,112,87,109,104,120
Os08g0156900,37,37,30,61,73,69
Os08g0205800,449,321,187,168,44,86
Os08g0466600,0,0,0,2,0,0
Os08g0445700,303,477,408,317,349,283
Os08g0106801,0,0,0,0,0,0
Os08g0523100,1,0,0,0,0,0
Os08g0379200,380,338,245,344,226,245
Os08g0188900,2,1,0,0,0,0
Os08g0161401,41,47,33,64,67,79
Os08g0474500,23,13,22,26,18,29
Os08g0505001,8,2,1,2,4,9
Os08g0198800,2,0,0,2,0,0
Os08g0478100,222,203,226,297,249,252
Os08g0484450,4,3,0,1,0,0
Os08g0213200,0,4,1,0,1,2
Os08g0187800,1543,1639,1104,980,681,521
Os08g0107900,136,176,125,186,152,190
Os08g0361000,75,85,55,54,64,83
Os08g0426300,0,0,0,0,0,0
Os08g0527800,0,0,0,0,0,0
Os08g0379000,821,732,769,841,866,760
Os08g0533650,0,0,0,0,0,1
Os08g0122000,1553,1597,1319,1573,1423,1524
Os08g0444440,11,2,0,3,0,1
Os08g0249000,12,5,7,3,3,5
Os08g0564200,0,2,0,0,0,0
Os08g0495300,5,2,1,4,5,3
Os08g0397900,802,1036,1002,1135,1644,1395
Os08g0428900,893,899,780,820,752,681
Os08g0501000,6,0,0,6,2,1
Os08g0476100,303,417,327,278,487,296
Os08g0558300,23,10,6,13,17,16
Os08g0566100,0,0,1,0,0,0
Os08g0536300,613,646,736,567,814,628
Os08g0174900,202,158,128,135,109,131
Os08g0557900,2450,2673,1866,1913,1153,1095
Os08g0243100,119,96,113,101,69,89
Os08g0548000,4,7,1,2,5,13
Os08g0535501,0,0,0,0,0,0
Os08g0393900,50,48,80,94,150,147
Os08g0507100,473,1063,621,278,87,23
Os08g0441400,121,173,123,167,148,173
Os08g0565750,0,0,0,0,0,0
Os08g0281600,161,128,178,166,183,178
Os08g0506500,322,236,216,280,298,305
Os08g0162500,280,216,265,306,292,326
Os08g0385400,134,104,79,117,113,134
Os08g0360150,2,0,0,0,0,0
Os08g0250200,145,138,110,154,110,99
Os08g0363000,242,293,274,253,218,215
Os08g0180100,1664,1637,1605,1578,1665,1604
Os08g0127800,58,64,59,49,71,48
Os08g0392201,0,0,0,0,0,0
Os08g0270900,0,0,0,0,0,0
Os08g0416000,4115,4931,4233,4772,6288,5105
Os08g0197700,0,0,0,0,0,1
Os08g0446250,0,0,0,0,0,0
Os08g0369066,0,0,0,0,0,0
Os08g0428100,333,347,276,306,261,252
Os08g0461800,371,399,332,374,404,358
Os08g0233000,132,82,103,116,155,176
Os08g0223799,0,0,0,0,0,0
Os08g0203100,1006,1475,1142,773,327,144
Os08g0171600,0,2,0,1,0,0
Os08g0531300,238,209,166,260,260,356
Os08g0121925,0,0,0,0,0,0
Os08g0485400,764,453,354,264,146,171
Os08g0320900,0,0,0,0,4,2
Os08g0537002,347,274,292,350,329,341
Os08g0515700,79,56,57,97,66,78
Os08g0543051,15,13,12,12,18,21
Os08g0208200,63,45,42,55,56,87
Os08g0177550,53,49,43,61,56,50
Os08g0246100,0,5,9,20,1,5
Os08g0524200,545,522,469,513,461,617
Os08g0196200,0,2,0,1,2,1
Os08g0206600,25,26,20,32,25,24
Os08g0520900,950,826,765,984,1266,1097
Os08g0519501,0,3,0,0,2,3
Os08g0397250,0,0,0,0,0,0
Os08g0565900,11,3,2,3,3,5
Os08g0258200,236,197,144,172,214,215
Os08g0124500,0,0,0,0,0,0
Os08g0493800,0,0,0,0,0,0
Os08g0529501,1,0,0,0,4,0
Os08g0379300,1442,1556,1040,1084,962,728
Os08g0420600,1,1,0,0,0,23
Os08g0530400,3071,2891,2488,3067,2740,2519
Os08g0273000,7,14,7,3,5,18
Os08g0105700,2,0,0,0,0,0
Os08g0386300,489,398,436,636,751,684
Os08g0487400,1,1,2,0,2,0
Os08g0377150,0,0,0,0,0,0
Os08g0263400,1,0,0,0,0,0
Os08g0136001,0,0,0,2,0,0
Os08g0546000,0,0,0,0,0,0
Os08g0476000,615,836,489,427,513,336
Os08g0334701,0,0,0,0,0,0
Os08g0298800,14,8,31,22,38,20
Os08g0367400,111,141,104,161,97,118
Os08g0384000,416,492,300,312,237,243
Os08g0112800,1880,2219,1550,1665,1490,1487
Os08g0392500,23,26,9,26,16,44
Os08g0472400,3,7,11,4,13,3
Os08g0457901,2,7,0,3,0,1
Os08g0299801,0,0,0,0,0,0
Os08g0130700,2,3,4,6,7,10
Os08g0123600,0,0,0,0,0,0
Os08g0244100,655,677,480,555,596,552
Os08g0162066,0,0,0,0,0,0
Os08g0130100,39,18,50,48,104,92
Os08g0520600,1,1,0,0,0,0
Os08g0136500,3,0,2,2,4,3
Os08g0138100,8,23,24,5,4,2
Os08g0298700,4,3,1,2,6,2
Os08g0486400,0,0,0,0,0,0
Os08g0526100,32,32,20,29,27,29
Os08g0206700,620,486,456,509,464,503
Os08g0541500,11,7,5,17,9,7
Os08g0491100,197,205,128,129,99,109
Os08g0165901,36,29,25,52,44,43
Os08g0129800,2386,2902,2435,3180,3097,2850
Os08g0206650,0,0,0,0,0,0
Os08g0521000,3,6,1,1,0,0
Os08g0500600,11,18,14,29,33,27
Os08g0421000,2,0,0,7,0,3
Os08g0156066,0,1,0,0,0,1
Os08g0190250,22,11,21,27,22,23
Os08g0241800,23,13,16,37,33,20
Os08g0502700,78623,85068,101000,146317,230120,198971
Os08g0248900,622,712,588,593,583,615
Os08g0165601,68,68,50,74,62,42
Os08g0387400,47,29,34,43,32,32
Os08g0478466,192,237,253,111,161,90
Os08g0169100,3,6,3,1,2,1
Os08g0130400,260,368,214,299,319,335
Os08g0130250,0,0,0,0,0,0
Os08g0364400,0,0,0,0,0,0
Os08g0103100,6,1,5,8,13,13
Os08g0280300,0,0,0,0,0,0
Os08g0562700,7295,5745,5093,6218,6256,6153
Os08g0109500,1091,927,975,1075,884,951
Os08g0395400,32,36,21,27,2,17
Os08g0249600,0,0,1,0,2,0
Os08g0480100,11334,10841,9837,9903,9342,9335
Os08g0320100,21,15,9,21,9,17
Os08g0248800,82,57,52,180,196,211
Os08g0323266,180,163,156,192,150,133
Os08g0438400,101,101,92,129,150,181
Os08g0191600,1313,1451,1148,1504,1437,1428
Os08g0109800,28,62,54,24,12,16
Os08g0359100,727,638,534,688,686,918
Os08g0390000,2534,2468,2094,1888,1957,1821
Os08g0566400,2284,1760,2337,2264,3133,2732
Os08g0546900,0,1,1,1,1,0
Os08g0246700,29,41,28,39,64,33
Os08g0530300,873,1308,947,976,1140,891
Os08g0540900,70,61,66,42,16,12
Os08g0487500,361,393,411,410,575,491
Os08g0180000,713,781,619,722,709,649
Os08g0154600,2809,2311,2107,2173,2204,2176
Os08g0512900,185,277,190,242,216,240
Os08g0430200,1690,1709,1473,1599,1597,1718
Os08g0109400,623,704,718,1833,1707,2139
Os08g0171216,161,140,117,128,165,123
Os08g0118300,0,0,0,0,0,0
Os08g0127750,4,8,3,4,2,12
Os08g0158400,1,0,0,0,0,0
Os08g0128300,919,838,876,1055,1022,1083
Os08g0404500,137,223,190,89,37,22
Os08g0155800,0,0,0,0,0,0
Os08g0544101,5,5,2,4,10,4
Os08g0197025,0,0,3,0,0,2
Os08g0437050,0,0,0,0,0,0
Os08g0116632,0,0,0,0,0,0
Os08g0427900,1480,1373,1403,1670,1808,1576
Os08g0198000,0,0,0,0,0,0
Os08g0453700,162,210,189,295,334,272
Os08g0169700,503,409,416,393,297,340
Os08g0128900,0,0,0,0,0,0
Os08g0338700,758,726,564,571,445,391
Os08g0436000,1252,1289,1062,1412,1761,1560
Os08g0543150,4,10,6,14,12,10
Os08g0125800,0,0,0,1,0,0
Os08g0230900,3,0,4,2,9,7
Os08g0269700,27,16,47,123,189,239
Os08g0566000,1273,1280,1023,1050,807,791
Os08g0185300,947,1075,652,791,725,688
Os08g0267450,1,2,0,3,0,2
Os08g0109000,972,865,887,944,1095,984
Os08g0482025,0,0,0,0,0,0
Os08g0456200,0,0,0,0,0,0
Os08g0467201,0,0,0,0,0,0
Os08g0484200,230,293,213,83,183,122
Os08g0467100,0,0,0,0,0,0
Os08g0505250,1,0,0,0,0,0
Os08g0235400,99,121,84,95,130,108
Os08g0338500,0,0,0,0,0,0
Os08g0175700,5,10,6,7,8,6
Os08g0170100,1163,1052,1001,1181,1147,1154
Os08g0318400,408,373,385,424,605,576
Os08g0165800,49,54,46,63,46,61
Os08g0532500,132,104,105,106,96,109
Os08g0530100,1,2,2,4,4,12
Os08g0545000,253,309,333,289,345,387
Os08g0546700,214,183,352,461,772,531
Os08g0154200,18,10,14,18,38,35
Os08g0530033,0,1,2,0,0,1
Os08g0185701,795,894,564,528,403,225
Os08g0280100,0,0,0,0,0,0
Os08g0374000,46,62,37,65,87,53
Os08g0560800,1,2,1,0,0,2
Os08g0205500,0,0,0,0,0,0
Os08g0564500,523,667,568,776,689,706
Os08g0406500,1,0,1,0,0,0
Os08g0144400,1211,1174,964,1053,1022,965
Os08g0540200,0,0,0,0,0,0
Os08g0160600,0,0,0,0,0,0
Os08g0243866,80,60,50,48,36,48
Os08g0281500,0,0,0,0,0,0
Os08g0476600,0,0,0,0,0,0
Os08g0430300,326,348,222,212,241,228
Os08g0556500,189,165,120,176,146,147
Os08g0413850,1057,1327,1488,1750,2484,2078
Os08g0172433,0,0,0,0,0,0
Os08g0520300,880,1023,684,751,609,645
Os08g0103700,0,0,0,0,0,0
Os08g0402800,0,2,1,0,4,9
Os08g0308100,800,909,693,794,653,676
Os08g0386900,734,723,744,645,672,685
Os08g0566250,0,0,0,0,0,0
Os08g0514066,4,6,5,2,0,0
Os08g0536200,15,9,7,9,14,9
Os08g0520550,776,845,696,706,748,777
Os08g0533700,255,322,319,375,477,373
Os08g0148600,1146,906,824,1063,1011,977
Os08g0475500,0,0,0,0,0,0
Os08g0351700,1,4,3,2,0,0
Os08g0511800,88,53,51,51,26,35
Os08g0161100,0,0,0,0,0,0
Os08g0430800,131,140,123,140,100,127
Os08g0203700,41,41,24,31,26,40
Os08g0473800,0,0,0,0,1,0
Os08g0544800,500,648,660,716,901,719
Os08g0435725,0,0,1,0,0,0
Os08g0170900,940,866,760,929,1250,1198
Os08g0453716,0,0,0,0,0,0
Os08g0396200,242,287,338,330,510,463
Os08g0324200,1,1,3,1,1,2
Os08g0129200,213,252,186,247,276,246
Os08g0359600,245,265,207,279,262,238
Os08g0543100,0,0,0,0,0,0
Os08g0377100,0,0,0,0,0,0
Os08g0143900,436,419,354,568,504,528
Os08g0466950,0,0,0,0,0,0
Os08g0211750,21,24,5,15,16,12
Os08g0454500,0,0,0,0,0,0
Os08g0560500,2581,2896,2870,3334,4097,3637
Os08g0328600,0,0,1,2,4,0
Os08g0114100,259,309,279,555,563,483
Os08g0451800,0,0,0,0,0,0
Os08g0460700,981,915,831,962,891,838
Os08g0203650,0,0,0,0,0,0
Os08g0103400,124,173,91,121,110,86
Os08g0395500,47,31,38,33,20,23
Os08g0122800,0,0,0,0,0,0
Os08g0270400,2,0,0,0,0,0
Os08g0530066,5,0,4,15,18,6
Os08g0474866,36,44,30,111,28,27
Os08g0562750,0,0,0,0,0,0
Os08g0276200,577,485,408,432,572,550
Os08g0140700,0,0,0,0,0,0
Os08g0128700,0,0,0,0,0,0
Os08g0346600,0,1,0,0,0,0
Os08g0532400,606,393,393,506,607,564
Os08g0435800,560,471,463,431,511,454
Os08g0127900,0,0,0,0,0,0
Os08g0559000,548,499,465,728,728,743
